multiverse_id,mtgo_id,set,collector_number,lang,rarity,name,mana_cost,cmc,type_line,artist,usd_price,usd_foil_price,eur_price,tix_price,image_uri,scryfall_uri,scryfall_id
,142925,EOE,156,en,C,Rig for War,{1}{R},2.0,Instant,Diana Franco,0.03,0.05,0.07,0.01,https://cards.scryfall.io/large/front/3/e/3edd0515-dcc4-4cb5-8b54-9c00173d8a6d.jpg?1752947184,https://scryfall.com/card/eoe/156/rig-for-war,3edd0515-dcc4-4cb5-8b54-9c00173d8a6d
,142927,EOE,157,en,U,Roving Actuator,{3}{R},4.0,Artifact Creature — Robot,Sergey Glushakov,0.04,0.17,0.08,0.01,https://cards.scryfall.io/large/front/1/1/1111173b-ea49-4de4-b5b0-07d768c626b9.jpg?1752947187,https://scryfall.com/card/eoe/157/roving-actuator,1111173b-ea49-4de4-b5b0-07d768c626b9
,142929,EOE,158,en,U,Ruinous Rampage,{1}{R}{R},3.0,Sorcery,David Astruga,0.15,0.16,0.15,0.01,https://cards.scryfall.io/large/front/9/1/91d7a4c2-1a4b-4e9f-b543-225b6906752f.jpg?1752947194,https://scryfall.com/card/eoe/158/ruinous-rampage,91d7a4c2-1a4b-4e9f-b543-225b6906752f
,142931,EOE,159,en,R,Rust Harvester,{R},1.0,Artifact Creature — Robot,Jake Murray,0.24,0.39,0.09,0.01,https://cards.scryfall.io/large/front/7/c/7ce58765-d2f4-4fbf-8635-580c9400ff2e.jpg?1752947195,https://scryfall.com/card/eoe/159/rust-harvester,7ce58765-d2f4-4fbf-8635-580c9400ff2e
,142933,EOE,160,en,C,Slagdrill Scrapper,{R},1.0,Artifact Creature — Robot Scout,Edgar Sánchez Hidalgo,0.04,0.03,0.14,0.01,https://cards.scryfall.io/large/front/1/5/155dcf54-8fdb-4715-97dc-4eb5d3d80d78.jpg?1752947202,https://scryfall.com/card/eoe/160/slagdrill-scrapper,155dcf54-8fdb-4715-97dc-4eb5d3d80d78
,142935,EOE,161,en,U,Systems Override,{2}{R},3.0,Sorcery,Hardy Fowler,0.06,0.08,0.08,0.01,https://cards.scryfall.io/large/front/2/a/2a34c71b-8d3c-435b-9cf8-4902f997d10d.jpg?1752947203,https://scryfall.com/card/eoe/161/systems-override,2a34c71b-8d3c-435b-9cf8-4902f997d10d
,142937,EOE,162,en,M,"Tannuk, Steadfast Second",{2}{R}{R},4.0,Legendary Creature — Kavu Pilot,Raymond Swanland,6.42,9.47,3.69,0.23,https://cards.scryfall.io/large/front/4/4/44607ed3-9523-40ac-9f61-0edd011cf762.jpg?1752947211,https://scryfall.com/card/eoe/162/tannuk-steadfast-second,44607ed3-9523-40ac-9f61-0edd011cf762
,142939,EOE,163,en,R,Terminal Velocity,{4}{R}{R},6.0,Sorcery,Xabi Gaztelua,0.16,0.21,0.02,0.01,https://cards.scryfall.io/large/front/1/d/1d18dc06-16f0-4a3b-8d52-dbf4aa2c393d.jpg?1752947211,https://scryfall.com/card/eoe/163/terminal-velocity,1d18dc06-16f0-4a3b-8d52-dbf4aa2c393d
,142941,EOE,164,en,U,Terrapact Intimidator,{1}{R},2.0,Creature — Kavu Scout,Slawomir Maniak,0.09,0.1,0.06,0.01,https://cards.scryfall.io/large/front/1/3/13fe3358-fd68-4245-a2ad-aa9200cf4655.jpg?1752947219,https://scryfall.com/card/eoe/164/terrapact-intimidator,13fe3358-fd68-4245-a2ad-aa9200cf4655
,142943,EOE,165,en,U,Territorial Bruntar,{4}{R}{R},6.0,Creature — Beast,Julie Dillon,0.04,0.06,0.12,0.01,https://cards.scryfall.io/large/front/d/b/dbb25585-6048-4a85-828e-675bf0da6508.jpg?1752947221,https://scryfall.com/card/eoe/165/territorial-bruntar,dbb25585-6048-4a85-828e-675bf0da6508
,142945,EOE,166,en,U,Vaultguard Trooper,{4}{R},5.0,Creature — Kavu Soldier,David Palumbo,0.06,0.04,0.12,0.01,https://cards.scryfall.io/large/front/3/6/36afe3b1-43a2-47b4-bc0a-24efb1e2e5a0.jpg?1752947227,https://scryfall.com/card/eoe/166/vaultguard-trooper,36afe3b1-43a2-47b4-bc0a-24efb1e2e5a0
,142947,EOE,167,en,R,Warmaker Gunship,{2}{R},3.0,Artifact — Spacecraft,Julian Kok Joon Wen,0.18,0.27,0.14,0.01,https://cards.scryfall.io/large/front/9/e/9e5957f4-1cae-4989-8b40-27fc6e2fcf5e.jpg?1753296635,https://scryfall.com/card/eoe/167/warmaker-gunship,9e5957f4-1cae-4989-8b40-27fc6e2fcf5e
,142949,EOE,168,en,R,Weapons Manufacturing,{1}{R},2.0,Enchantment,Marco Gorlei,2.3,2.8,2.14,0.33,https://cards.scryfall.io/large/front/a/0/a058f1a6-318c-4bba-981e-ace079ada806.jpg?1752947235,https://scryfall.com/card/eoe/168/weapons-manufacturing,a058f1a6-318c-4bba-981e-ace079ada806
,142951,EOE,169,en,U,Weftstalker Ardent,{2}{R},3.0,Creature — Drix Artificer,Valera Lutfullina,0.39,0.46,0.32,0.01,https://cards.scryfall.io/large/front/c/d/cddb48cc-8eb1-47ce-90f0-7aad1e93e2c4.jpg?1752947241,https://scryfall.com/card/eoe/169/weftstalker-ardent,cddb48cc-8eb1-47ce-90f0-7aad1e93e2c4
,142953,EOE,170,en,C,Zookeeper Mechan,{1}{R},2.0,Artifact Creature — Robot,Justyna Dura,0.1,0.16,0.07,0.01,https://cards.scryfall.io/large/front/8/d/8d5cd0be-4337-4aba-a4f6-5adab7735a73.jpg?1753120476,https://scryfall.com/card/eoe/170/zookeeper-mechan,8d5cd0be-4337-4aba-a4f6-5adab7735a73
,142955,EOE,171,en,U,Atmospheric Greenhouse,{4}{G},5.0,Artifact — Spacecraft,Sergey Glushakov,0.07,0.07,0.04,0.01,https://cards.scryfall.io/large/front/b/f/bf05e378-7a0c-49e3-8c6e-c0fd56796434.jpg?1753296467,https://scryfall.com/card/eoe/171/atmospheric-greenhouse,bf05e378-7a0c-49e3-8c6e-c0fd56796434
,142957,EOE,172,en,R,Bioengineered Future,{1}{G}{G},3.0,Enchantment,Constantin Marin,0.35,0.62,0.02,0.01,https://cards.scryfall.io/large/front/8/0/800ee479-c1dc-4dd0-9b98-436c78997958.jpg?1752947252,https://scryfall.com/card/eoe/172/bioengineered-future,800ee479-c1dc-4dd0-9b98-436c78997958
,142959,EOE,173,en,C,Biosynthic Burst,{1}{G},2.0,Instant,Loïc Canavaggia,0.06,0.19,0.09,0.01,https://cards.scryfall.io/large/front/6/d/6d73a4a8-5d52-4c12-a96a-45cd202bcc62.jpg?1752947258,https://scryfall.com/card/eoe/173/biosynthic-burst,6d73a4a8-5d52-4c12-a96a-45cd202bcc62
,142961,EOE,174,en,C,Blooming Stinger,{1}{G},2.0,Creature — Plant Scorpion,Alexandre Honoré,0.06,0.03,0.03,0.01,https://cards.scryfall.io/large/front/2/e/2ee859bd-d99c-4b1d-9372-7ff4fc1e8c6a.jpg?1752947262,https://scryfall.com/card/eoe/174/blooming-stinger,2ee859bd-d99c-4b1d-9372-7ff4fc1e8c6a
,142963,EOE,175,en,U,Broodguard Elite,{X}{G}{G},2.0,Creature — Insect Knight,Paolo Parente,0.15,0.17,0.12,0.01,https://cards.scryfall.io/large/front/0/8/08b1d019-65ab-4dea-9076-041fd6338a35.jpg?1752947266,https://scryfall.com/card/eoe/175/broodguard-elite,08b1d019-65ab-4dea-9076-041fd6338a35
